,row,col,frozen_col,readable,seeded_doc,user_id,condition,round,action,actor,time
19,proportions,labor | use,False,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
20,proportions,labor | use,False,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),False,0,treatment,0,create_cluster,human,1668028186.439646
21,proportions,labor | use,False,"17. You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are.",False,0,treatment,0,create_cluster,human,1668028186.439646
22,proportions,labor | use,False,"23. For labor, you pay 110th of your production for a harvester.",False,0,treatment,0,create_cluster,human,1668028186.439646
23,proportions,labor | use,False,"24. If you use a thresher on top of that, that costs 18%.",False,0,treatment,0,create_cluster,human,1668028186.439646
24,proportions,labor | use,False,"25. If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
25,proportions,labor | use,False,"40. In his opinion, 85% are always using machinery.",False,0,treatment,0,create_cluster,human,1668028186.439646
26,proportions,labor | use,False,"70. Small coops and farmers lose out, but they can also do manual harvesting (very slow) or try to get a mini harvester.",False,0,treatment,0,create_cluster,human,1668028186.439646
27,proportions,labor | use,False,75. Big shortage in migrant labor due to COVID most farmers were 30 to 40 days late in harvesting and lost a lot of yields.,False,0,treatment,0,create_cluster,human,1668028186.439646
28,proportions,early | rice,False,"2. If a farmer waits until the rice is ready, he might lose more than if he harvests early.",False,0,treatment,0,create_cluster,human,1668028186.439646
29,proportions,early | rice,False,"12. At harvest time, the cooperative has to collect ALL the yield from farmers and store in headquarters; then they take all the corresponding credit from each farmer's production and leave the remaining to each farmer.",False,0,treatment,0,create_cluster,human,1668028186.439646
30,proportions,early | rice,False,"37. If you have machinery, you just need two people: One to drive, one to guide, no matter the number of hectares.",False,0,treatment,0,create_cluster,human,1668028186.439646
31,proportions,early | rice,False,50.  Diagram time Dr. Fall says there can be positive or negative effects of climate change on harvest time.,False,0,treatment,0,create_cluster,human,1668028186.439646
32,proportions,early | rice,False,58. Farmers that harvest earlier tend to have better yields: 2 - 3 tons earlier.,False,0,treatment,0,create_cluster,human,1668028186.439646
33,proportions,early | rice,False,"59. There's a window for harvest in rice and if you harvest later, the yields decrease.",False,0,treatment,0,create_cluster,human,1668028186.439646
34,proportions,equipment | service,False,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
35,proportions,equipment | service,False,"9. The government is relying on farmers to be able to reduce the amount of imported food, and is making equipment and technology available to try and increase production.",False,0,treatment,0,create_cluster,human,1668028186.439646
36,proportions,equipment | service,False,"15. Credit union makes a program to subsidize 20 or 30% of equipment cost, so farmers pay back only 70% of 40 million or whatever.",False,0,treatment,0,create_cluster,human,1668028186.439646
37,proportions,equipment | service,False,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
38,proportions,equipment | service,False,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,False,0,treatment,0,create_cluster,human,1668028186.439646
39,proportions,equipment | service,False,44. Harvest delays due to restricted access to labor and equipment.,False,0,treatment,0,create_cluster,human,1668028186.439646
40,proportions,equipment | service,False,49. There aren't enough service providers with enough equipment; some equipment sometimes isn't adapted to the land (e.g. the big harvesters won't be able to handle small parcels).,False,0,treatment,0,create_cluster,human,1668028186.439646
41,proportions,equipment | service,False,"60. If you sow earlier and harvest at the ideal time, you also are more likely to get access to harvesting equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
42,proportions,labor,True,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",True,0,treatment,0,create_cluster,human,1668028186.439646
43,proportions,labor,True,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
44,proportions,labor,True,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),True,0,treatment,0,create_cluster,human,1668028186.439646
45,proportions,labor,True,"17. You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are.",True,0,treatment,0,create_cluster,human,1668028186.439646
46,proportions,labor,True,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",True,0,treatment,0,create_cluster,human,1668028186.439646
47,proportions,labor,True,"23. For labor, you pay 110th of your production for a harvester.",True,0,treatment,0,create_cluster,human,1668028186.439646
48,proportions,labor,True,"25. If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
49,proportions,labor,True,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,True,0,treatment,0,create_cluster,human,1668028186.439646
50,proportions,labor,True,44. Harvest delays due to restricted access to labor and equipment.,True,0,treatment,0,create_cluster,human,1668028186.439646
51,proportions,labor,True,75. Big shortage in migrant labor due to COVID most farmers were 30 to 40 days late in harvesting and lost a lot of yields.,True,0,treatment,0,create_cluster,human,1668028186.439646
52,processes,labor | use,False,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",False,0,treatment,0,create_cluster,human,1668028186.439646
53,processes,labor | use,False,"32. There's seeding periods, harvest periods, where labor is needed in various industries and there's a competition.",False,0,treatment,0,create_cluster,human,1668028186.439646
54,processes,labor | use,False,"35. They'll hire temporary labor for periods like seeding and harvesting, but there's still room for small farmers.",False,0,treatment,0,create_cluster,human,1668028186.439646
55,processes,labor | use,False,"36. Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
56,processes,early | rice,False,"2. If a farmer waits until the rice is ready, he might lose more than if he harvests early.",False,0,treatment,0,create_cluster,human,1668028186.439646
57,processes,early | rice,False,"6. If a farmer harvests paddy rice late, he won't be able to start tomatoes in the colddry season.",False,0,treatment,0,create_cluster,human,1668028186.439646
58,processes,early | rice,False,"8. Sometimes farmers just do one crop a year because they harvest late, etc.",False,0,treatment,0,create_cluster,human,1668028186.439646
59,processes,early | rice,False,"12. At harvest time, the cooperative has to collect ALL the yield from farmers and store in headquarters; then they take all the corresponding credit from each farmer's production and leave the remaining to each farmer.",False,0,treatment,0,create_cluster,human,1668028186.439646
60,processes,early | rice,False,"33. But during harvest time for rice, harvest for rice corresponds to seeding period for horticulture croppings.",False,0,treatment,0,create_cluster,human,1668028186.439646
61,processes,early | rice,False,"38. But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare.",False,0,treatment,0,create_cluster,human,1668028186.439646
62,processes,early | rice,False,43. We could see horticulture harvests around January and early February (we would see a lot of farms doing onions and tomatoes).,False,0,treatment,0,create_cluster,human,1668028186.439646
63,processes,early | rice,False,"45. Since people harvest in June or late July, it takes roughly 3 months to collect debts.",False,0,treatment,0,create_cluster,human,1668028186.439646
64,processes,early | rice,False,"46. The bulletin says the remaining credit comes from credit loaned on onions, which is supposed to be paid by June six months between onion harvest and full credit reimbursement!",False,0,treatment,0,create_cluster,human,1668028186.439646
65,processes,early | rice,False,"54. The timing of harvest is linked to CC because the start of the rainy season is coming earlier and earlier each year, they have to harvest before it arrives or the soil will be wet and the harvesters won't be able to pass over the soil.",False,0,treatment,0,create_cluster,human,1668028186.439646
66,processes,early | rice,False,"59. There's a window for harvest in rice and if you harvest later, the yields decrease.",False,0,treatment,0,create_cluster,human,1668028186.439646
67,processes,early | rice,False,64. Farmers that plant early and harvest early in one season can double crop.,False,0,treatment,0,create_cluster,human,1668028186.439646
68,processes,early | rice,False,"73. When the rice matures, if the soil is water-saturated and the rice has started to go yellow, they know it's ready to harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
69,processes,equipment | service,False,"18. But for onions, the farmers being in cooperatives, they lobby to pressure the government for a grace period after harvest where imports are stopped, e.g. a month in which domestic producers can sell before imports are allowed.",False,0,treatment,0,create_cluster,human,1668028186.439646
70,processes,equipment | service,False,"20. For the majority, you have to ask if you have equipment ready to harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
71,processes,equipment | service,False,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
72,processes,equipment | service,False,"22. A final factor is that you need to repay your loans before you can get new credit, so you want to harvest faster so you can repay faster.",False,0,treatment,0,create_cluster,human,1668028186.439646
73,processes,equipment | service,False,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,False,0,treatment,0,create_cluster,human,1668028186.439646
74,processes,equipment | service,False,44. Harvest delays due to restricted access to labor and equipment.,False,0,treatment,0,create_cluster,human,1668028186.439646
75,processes,equipment | service,False,"60. If you sow earlier and harvest at the ideal time, you also are more likely to get access to harvesting equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
76,processes,equipment | service,False,"68. Harvesters will start in the North of the valley and do little plots, and then they go to Mauritania to work on 50 ha plots because they have to pay back loans quickly.",False,0,treatment,0,create_cluster,human,1668028186.439646
77,processes,labor,True,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",True,0,treatment,0,create_cluster,human,1668028186.439646
78,processes,labor,True,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",True,0,treatment,0,create_cluster,human,1668028186.439646
79,processes,labor,True,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,True,0,treatment,0,create_cluster,human,1668028186.439646
80,processes,labor,True,"32. There's seeding periods, harvest periods, where labor is needed in various industries and there's a competition.",True,0,treatment,0,create_cluster,human,1668028186.439646
81,processes,labor,True,"35. They'll hire temporary labor for periods like seeding and harvesting, but there's still room for small farmers.",True,0,treatment,0,create_cluster,human,1668028186.439646
82,processes,labor,True,"36. Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
83,processes,labor,True,"38. But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare.",True,0,treatment,0,create_cluster,human,1668028186.439646
84,processes,labor,True,44. Harvest delays due to restricted access to labor and equipment.,True,0,treatment,0,create_cluster,human,1668028186.439646
85,decisions,labor | use,False,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
86,decisions,labor | use,False,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",False,0,treatment,0,create_cluster,human,1668028186.439646
87,decisions,labor | use,False,63. Investors are now starting to shift to the mini harvester.,False,0,treatment,0,create_cluster,human,1668028186.439646
88,decisions,labor | use,False,"67. If the farmer has a little area, the people who own the harvester won't feel like going from plot to plot because transportation costs a lot (need a big car, need to pay for the gas).",False,0,treatment,0,create_cluster,human,1668028186.439646
89,decisions,labor | use,False,"70. Small coops and farmers lose out, but they can also do manual harvesting (very slow) or try to get a mini harvester.",False,0,treatment,0,create_cluster,human,1668028186.439646
90,decisions,labor | use,False,72. They are specialized in this kind of work and have the reputation of doing it very fast; farmers prefer to hire migrants if they can't get access to a big harvester.,False,0,treatment,0,create_cluster,human,1668028186.439646
91,decisions,early | rice,False,"0. It's very fixed information for a changing climate, and the farmer knows this, but he can't transfer that knowledge to SAED because he doesn't actually know if it's important that is, you can't tell if something weird is consequential until you see if the harvest is bad or not.",False,0,treatment,0,create_cluster,human,1668028186.439646
92,decisions,early | rice,False,"2. If a farmer waits until the rice is ready, he might lose more than if he harvests early.",False,0,treatment,0,create_cluster,human,1668028186.439646
93,decisions,early | rice,False,"8. Sometimes farmers just do one crop a year because they harvest late, etc.",False,0,treatment,0,create_cluster,human,1668028186.439646
94,decisions,early | rice,False,"10. The local cooperative wouldn't help an elderly couple without children to harvest their fields, because cooperatives have their own goals.",False,0,treatment,0,create_cluster,human,1668028186.439646
95,decisions,early | rice,False,11. It is culturally expected to help elders and to go harvest their fields and give them the product.,False,0,treatment,0,create_cluster,human,1668028186.439646
96,decisions,early | rice,False,53. Plant short duration seeds in dry season because there's a short window for harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
97,decisions,early | rice,False,55. They harvest early to protect themselves from the consequences of CC.,False,0,treatment,0,create_cluster,human,1668028186.439646
98,decisions,early | rice,False,56. But it is better to harvest early because you don't want the birds to come at the end of the season and eat your harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
99,decisions,early | rice,False,57. SAED doesn't provide information about whether they should harvest early or not they just make the judgment themselves.,False,0,treatment,0,create_cluster,human,1668028186.439646
100,decisions,early | rice,False,"73. When the rice matures, if the soil is water-saturated and the rice has started to go yellow, they know it's ready to harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
101,decisions,early | rice,False,"74. They will only harvest if they have the tools available, but they do know when they should harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
102,decisions,early | rice,False,77. Farmers will harvest at night to sell on the side.,False,0,treatment,0,create_cluster,human,1668028186.439646
103,decisions,equipment | service,False,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
104,decisions,equipment | service,False,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
105,decisions,equipment | service,False,"29. Unfortunately, everybody wants to harvest at the last moment, and then there's no service providers available.",False,0,treatment,0,create_cluster,human,1668028186.439646
106,decisions,equipment | service,False,39. Service providers need to check before they agree to harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
107,decisions,equipment | service,False,"68. Harvesters will start in the North of the valley and do little plots, and then they go to Mauritania to work on 50 ha plots because they have to pay back loans quickly.",False,0,treatment,0,create_cluster,human,1668028186.439646
108,decisions,equipment | service,False,77. Farmers will harvest at night to sell on the side.,False,0,treatment,0,create_cluster,human,1668028186.439646
109,decisions,equipment | service,False,"78. The farmer wants to pay back if he knows if he'll get another loan, or if there are other advantages, e.g. getting a harvester loan, etc.",False,0,treatment,0,create_cluster,human,1668028186.439646
110,decisions,labor,True,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",True,0,treatment,0,create_cluster,human,1668028186.439646
111,decisions,labor,True,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
112,decisions,labor,True,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",True,0,treatment,0,create_cluster,human,1668028186.439646
113,decisions,labor,True,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",True,0,treatment,0,create_cluster,human,1668028186.439646
114,conditions,labor | use,False,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
115,conditions,labor | use,False,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),False,0,treatment,0,create_cluster,human,1668028186.439646
116,conditions,labor | use,False,"17. You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are.",False,0,treatment,0,create_cluster,human,1668028186.439646
117,conditions,labor | use,False,"24. If you use a thresher on top of that, that costs 18%.",False,0,treatment,0,create_cluster,human,1668028186.439646
118,conditions,labor | use,False,"25. If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
119,conditions,labor | use,False,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",False,0,treatment,0,create_cluster,human,1668028186.439646
120,conditions,labor | use,False,"27. Dr. Fall believes that if you have a small plot, it's best to use manual labor if you harvest on time.",False,0,treatment,0,create_cluster,human,1668028186.439646
121,conditions,labor | use,False,"28. If you have a big plot, there's no way you can harvest it all on time by labor!",False,0,treatment,0,create_cluster,human,1668028186.439646
122,conditions,labor | use,False,"34. So if those farms need labor for horticulture, they may compete with farms that need harvest labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
123,conditions,labor | use,False,"36. Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor.",False,0,treatment,0,create_cluster,human,1668028186.439646
124,conditions,labor | use,False,"67. If the farmer has a little area, the people who own the harvester won't feel like going from plot to plot because transportation costs a lot (need a big car, need to pay for the gas).",False,0,treatment,0,create_cluster,human,1668028186.439646
125,conditions,labor | use,False,"71. If a farmer can't get machinery and doesn't have enough household labor, they hire migrants who come up the south of Senegal.",False,0,treatment,0,create_cluster,human,1668028186.439646
126,conditions,labor | use,False,72. They are specialized in this kind of work and have the reputation of doing it very fast; farmers prefer to hire migrants if they can't get access to a big harvester.,False,0,treatment,0,create_cluster,human,1668028186.439646
127,conditions,early | rice,False,"0. It's very fixed information for a changing climate, and the farmer knows this, but he can't transfer that knowledge to SAED because he doesn't actually know if it's important that is, you can't tell if something weird is consequential until you see if the harvest is bad or not.",False,0,treatment,0,create_cluster,human,1668028186.439646
128,conditions,early | rice,False,"6. If a farmer harvests paddy rice late, he won't be able to start tomatoes in the colddry season.",False,0,treatment,0,create_cluster,human,1668028186.439646
129,conditions,early | rice,False,11. It is culturally expected to help elders and to go harvest their fields and give them the product.,False,0,treatment,0,create_cluster,human,1668028186.439646
130,conditions,early | rice,False,"38. But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare.",False,0,treatment,0,create_cluster,human,1668028186.439646
131,conditions,early | rice,False,"54. The timing of harvest is linked to CC because the start of the rainy season is coming earlier and earlier each year, they have to harvest before it arrives or the soil will be wet and the harvesters won't be able to pass over the soil.",False,0,treatment,0,create_cluster,human,1668028186.439646
132,conditions,early | rice,False,64. Farmers that plant early and harvest early in one season can double crop.,False,0,treatment,0,create_cluster,human,1668028186.439646
133,conditions,early | rice,False,"73. When the rice matures, if the soil is water-saturated and the rice has started to go yellow, they know it's ready to harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
134,conditions,early | rice,False,"74. They will only harvest if they have the tools available, but they do know when they should harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
135,conditions,equipment | service,False,"1. Buyers will ask if a farmer has access to a harvester, to ensure they can get help harvesting their land.",False,0,treatment,0,create_cluster,human,1668028186.439646
136,conditions,equipment | service,False,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
137,conditions,equipment | service,False,"20. For the majority, you have to ask if you have equipment ready to harvest.",False,0,treatment,0,create_cluster,human,1668028186.439646
138,conditions,equipment | service,False,"22. A final factor is that you need to repay your loans before you can get new credit, so you want to harvest faster so you can repay faster.",False,0,treatment,0,create_cluster,human,1668028186.439646
139,conditions,equipment | service,False,39. Service providers need to check before they agree to harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
140,conditions,equipment | service,False,52. The availability of equipment for land prep is another factor.,False,0,treatment,0,create_cluster,human,1668028186.439646
141,conditions,labor,True,"4. If labor is available, and the harvesters are not available, a farmer will harvest early if he expects a good market price or if birds are nearby or if he wants to spend less on harvest.",True,0,treatment,0,create_cluster,human,1668028186.439646
142,conditions,labor,True,"5. If a farmer's farm size is big enough, he will wait until harvesters are available, but if his plots are small, he will hire labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
143,conditions,labor,True,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),True,0,treatment,0,create_cluster,human,1668028186.439646
144,conditions,labor,True,"17. You might not have enough money to hire labor, COVID might make it difficult, or nobody can move the machinery to where you are.",True,0,treatment,0,create_cluster,human,1668028186.439646
145,conditions,labor,True,"25. If you use a thresher with tiny plots, sometimes you lose more yield than if you were using labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
146,conditions,labor,True,"26. But others say threshers produce clean, fast, high quality paddy without a bunch of weeds, and labor takes time",True,0,treatment,0,create_cluster,human,1668028186.439646
147,conditions,labor,True,"27. Dr. Fall believes that if you have a small plot, it's best to use manual labor if you harvest on time.",True,0,treatment,0,create_cluster,human,1668028186.439646
148,conditions,labor,True,"28. If you have a big plot, there's no way you can harvest it all on time by labor!",True,0,treatment,0,create_cluster,human,1668028186.439646
149,conditions,labor,True,"34. So if those farms need labor for horticulture, they may compete with farms that need harvest labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
150,conditions,labor,True,"36. Farmers really need hired labor for harvesting; for the seeding period, they may be able to rely on family labor.",True,0,treatment,0,create_cluster,human,1668028186.439646
151,conditions,labor,True,"38. But if you go for manual labor, it might take three people three days (8hr a day) to harvest one hectare.",True,0,treatment,0,create_cluster,human,1668028186.439646
152,conditions,labor,True,"71. If a farmer can't get machinery and doesn't have enough household labor, they hire migrants who come up the south of Senegal.",True,0,treatment,0,create_cluster,human,1668028186.439646
153,causes,labor | use,False,16. Labor most of the irrigated system requires a lot of labor if you're not using machinery (and you probably aren't because it's expensive.),False,0,treatment,0,create_cluster,human,1668028186.439646
154,causes,labor | use,False,62. The harvesters are also too big and if the soil is wet then they can't easily move through.,False,0,treatment,0,create_cluster,human,1668028186.439646
155,causes,labor | use,False,"67. If the farmer has a little area, the people who own the harvester won't feel like going from plot to plot because transportation costs a lot (need a big car, need to pay for the gas).",False,0,treatment,0,create_cluster,human,1668028186.439646
156,causes,labor | use,False,75. Big shortage in migrant labor due to COVID most farmers were 30 to 40 days late in harvesting and lost a lot of yields.,False,0,treatment,0,create_cluster,human,1668028186.439646
157,causes,early | rice,False,"0. It's very fixed information for a changing climate, and the farmer knows this, but he can't transfer that knowledge to SAED because he doesn't actually know if it's important that is, you can't tell if something weird is consequential until you see if the harvest is bad or not.",False,0,treatment,0,create_cluster,human,1668028186.439646
158,causes,early | rice,False,"8. Sometimes farmers just do one crop a year because they harvest late, etc.",False,0,treatment,0,create_cluster,human,1668028186.439646
159,causes,early | rice,False,"10. The local cooperative wouldn't help an elderly couple without children to harvest their fields, because cooperatives have their own goals.",False,0,treatment,0,create_cluster,human,1668028186.439646
160,causes,early | rice,False,41. It's because they harvest late and they don't have time to go for labor.,False,0,treatment,0,create_cluster,human,1668028186.439646
161,causes,early | rice,False,"45. Since people harvest in June or late July, it takes roughly 3 months to collect debts.",False,0,treatment,0,create_cluster,human,1668028186.439646
162,causes,early | rice,False,53. Plant short duration seeds in dry season because there's a short window for harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
163,causes,early | rice,False,"54. The timing of harvest is linked to CC because the start of the rainy season is coming earlier and earlier each year, they have to harvest before it arrives or the soil will be wet and the harvesters won't be able to pass over the soil.",False,0,treatment,0,create_cluster,human,1668028186.439646
164,causes,early | rice,False,56. But it is better to harvest early because you don't want the birds to come at the end of the season and eat your harvest.,False,0,treatment,0,create_cluster,human,1668028186.439646
165,causes,early | rice,False,58. Farmers that harvest earlier tend to have better yields: 2 - 3 tons earlier.,False,0,treatment,0,create_cluster,human,1668028186.439646
166,causes,early | rice,False,"59. There's a window for harvest in rice and if you harvest later, the yields decrease.",False,0,treatment,0,create_cluster,human,1668028186.439646
167,causes,equipment | service,False,"21. Are you willing to harvest very rapidly because you're having bird attacks or other damages that speed up your timeline; is it wet or dry, because the humidity of the paddy means some might be lost by machinery; and labor is cheaper than equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
168,causes,equipment | service,False,"29. Unfortunately, everybody wants to harvest at the last moment, and then there's no service providers available.",False,0,treatment,0,create_cluster,human,1668028186.439646
169,causes,equipment | service,False,30. Another factor is that labor gets more expensive when there's crops being harvested for export markets that compete.,False,0,treatment,0,create_cluster,human,1668028186.439646
170,causes,equipment | service,False,44. Harvest delays due to restricted access to labor and equipment.,False,0,treatment,0,create_cluster,human,1668028186.439646
171,causes,equipment | service,False,"47. Not able to predict the level of production in the future due to uncertain factors, e.g. do farmers have access to inputs, does the credit come in on time, do farmers use technology and machinery or not all of these factors constrain the area cultivated.",False,0,treatment,0,create_cluster,human,1668028186.439646
172,causes,equipment | service,False,"60. If you sow earlier and harvest at the ideal time, you also are more likely to get access to harvesting equipment.",False,0,treatment,0,create_cluster,human,1668028186.439646
173,causes,equipment | service,False,"68. Harvesters will start in the North of the valley and do little plots, and then they go to Mauritania to work on 50 ha plots because they have to pay back loans quickly.",False,0,treatment,0,create_cluster,human,1668028186.439646
